Cell,month,RUNOFF,BASEFLOW
      4748,        11,     7.749,     7.509
      4748,        12,     4.495,     4.495
      4749,         1,     3.684,     3.466
      4749,         2,     2.116,     2.114
      4749,         3,     1.997,     1.741
      4749,         4,    19.531,     4.974
      4749,         5,   118.246,    15.537
      4749,         6,   120.743,    16.347
      4749,         7,   159.682,    17.412
      4749,         8,   156.158,    16.981
      4749,         9,   113.612,    16.287
      4749,        10,    45.932,    13.592
      4749,        11,     7.276,     7.050
      4749,        12,     4.306,     4.306
      4750,         1,     1.816,     1.409
      4750,         2,     0.031,     0.022
      4750,         3,     4.742,     0.718
      4750,         4,    50.450,     9.438
      4750,         5,    91.771,    17.992
      4750,         6,    96.800,    20.853
      4750,         7,   144.976,    30.406
      4750,         8,   147.214,    32.155
      4750,         9,   108.826,    24.957
      4750,        10,    52.624,    13.489
      4750,        11,     2.266,     1.912
      4750,        12,     0.010,     0.010
      4751,         1,     1.309,     1.306
      4751,         2,     0.024,     0.010
      4751,         3,    16.681,     3.003
      4751,         4,    30.845,     6.237
      4751,         5,    75.055,    13.591
      4751,         6,    83.668,    17.560
      4751,         7,   133.273,    27.865
      4751,         8,   137.708,    29.991
      4751,         9,   101.812,    23.309
      4751,        10,    49.023,    12.572
      4751,        11,     6.228,     2.600
      4751,        12,     0.143,     0.143
      4752,         1,     1.306,     1.306
      4752,         2,     1.825,     0.335
      4752,         3,    11.349,     1.879
      4752,         4,    24.720,     4.792
      4752,         5,    65.406,    11.760
      4752,         6,    69.951,    14.573
      4752,         7,   113.658,    23.894
      4752,         8,   120.437,    26.194
      4752,         9,    91.430,    20.769
      4752,        10,    44.038,    11.280
      4752,        11,     4.707,     2.160
      4752,        12,     0.092,     0.092
      4753,         1,     1.306,     1.306
      4753,         2,     1.422,     0.275
      4753,         3,    13.098,     2.210
      4753,         4,    27.062,     5.293
      4753,         5,    69.705,    12.626
      4753,         6,    76.398,    15.993
      4753,         7,   122.359,    25.706
      4753,         8,   127.702,    27.821
      4753,         9,    95.301,    21.742
      4753,        10,    45.421,    11.669
      4753,        11,     4.980,     2.252
      4753,        12,     0.100,     0.100
      4754,         1,     1.619,     1.371
      4754,         2,     0.018,     0.013
      4754,         3,    17.683,     3.198
      4754,         4,    31.375,     6.346
      4754,         5,    74.882,    13.787
      4754,         6,    83.111,    17.550
      4754,         7,   132.100,    27.627
      4754,         8,   136.923,    29.802
      4754,         9,   100.861,    23.100
      4754,        10,    48.536,    12.447
      4754,        11,     6.041,     2.545
      4754,        12,     0.142,     0.142
      4755,         1,     1.306,     1.306
      4755,         2,     0.742,     0.145
      4755,         3,    13.970,     2.546
      4755,         4,    26.134,     5.541
      4755,         5,    65.773,    11.524
      4755,         6,    69.565,    13.811
      4755,         7,   114.212,    23.022
      4755,         8,   120.897,    26.198
      4755,         9,    90.096,    20.526
      4755,        10,    43.334,    11.104
      4755,        11,     5.320,     2.258
      4755,        12,     0.119,     0.119
      4756,         1,     1.095,     1.095
      4756,         2,     0.812,     0.128
      4756,         3,     9.544,     1.100
      4756,         4,    19.523,     3.267
      4756,         5,    54.404,     7.809
      4756,         6,    55.029,     9.640
      4756,         7,    96.839,    17.381
      4756,         8,   105.457,    19.716
      4756,         9,    78.099,    15.347
      4756,        10,    35.933,     8.030
      4756,        11,     3.428,     1.505
      4756,        12,     0.058,     0.058
      4757,         1,     0.000,     0.000
      4757,         2,     0.000,     0.000
      4757,         3,     2.176,     0.132
      4757,         4,     9.729,     1.137
      4757,         5,    37.847,     3.439
      4757,         6,    34.276,     4.930
      4757,         7,    69.573,    10.932
      4757,         8,    85.054,    17.771
      4757,         9,    66.432,    14.850
      4757,        10,    30.580,     7.859
      4757,        11,     2.266,     1.282
      4757,        12,     0.037,     0.026
      4758,         1,     0.000,     0.000
      4758,         2,     0.000,     0.000
      4758,         3,     2.334,     0.138
      4758,         4,    11.299,     1.279
      4758,         5,    42.387,     3.936
      4758,         6,    42.437,     6.525
      4758,         7,    83.477,    14.305
      4758,         8,    97.744,    20.799
      4758,         9,    74.104,    16.702
      4758,        10,    33.110,     8.591
      4758,        11,     2.391,     1.374
      4758,        12,     0.036,     0.026
      4759,         1,     0.000,     0.000
      4759,         2,     0.000,     0.000
      4759,         3,     2.717,     0.083
      4759,         4,    11.083,     0.693
      4759,         5,    42.371,     2.842
      4759,         6,    45.085,     6.697
      4759,         7,    87.732,    15.631
      4759,         8,    98.826,    18.565
      4759,         9,    74.573,    14.673
      4759,        10,    33.070,     7.510
      4759,        11,     2.485,     1.276
      4759,        12,     0.047,     0.032
      4760,         1,     0.000,     0.000
      4760,         2,     0.000,     0.000
      4760,         3,     1.050,     0.039
      4760,         4,     6.354,     0.497
      4760,         5,    31.883,     1.680
      4760,         6,    30.786,     3.085
      4760,         7,    68.800,    10.977
      4760,         8,    83.582,    16.192
      4760,         9,    64.858,    13.077
      4760,        10,    27.741,     6.541
      4760,        11,     1.879,     1.053
      4760,        12,     0.025,     0.018
      4761,         1,     0.000,     0.000
      4761,         2,     0.000,     0.000
      4761,         3,     0.831,     0.034
      4761,         4,     5.641,     0.483
      4761,         5,    29.628,     1.662
      4761,         6,    24.307,     2.218
      4761,         7,    58.519,     8.747
      4761,         8,    73.414,    14.267
      4761,         9,    55.633,    11.458
      4761,        10,    25.568,     6.055
      4761,        11,     1.765,     1.001
      4761,        12,     0.024,     0.018
      4762,         1,     0.000,     0.000
      4762,         2,     0.000,     0.000
      4762,         3,     0.119,     0.006
      4762,         4,     1.789,     0.292
      4762,         5,    15.982,     1.299
      4762,         6,    13.121,     1.054
      4762,         7,    39.971,     5.789
      4762,         8,    53.642,    10.539
      4762,         9,    43.806,     9.689
      4762,        10,    15.527,     4.077
      4762,        11,     0.869,     0.569
      4762,        12,     0.004,     0.004
      4763,         1,     0.000,     0.000
      4763,         2,     0.000,     0.000
      4763,         3,     2.020,     0.073
      4763,         4,     5.420,     0.442
      4763,         5,    23.295,     1.654
      4763,         6,    20.667,     2.224
      4763,         7,    52.001,     6.581
      4763,         8,    68.344,    12.955
      4763,         9,    52.017,    10.664
      4763,        10,    24.505,     5.783
      4763,        11,     2.000,     1.013
      4763,        12,     0.044,     0.030
      4764,         1,     1.094,     1.094
      4764,         2,     0.000,     0.000
      4764,         3,     3.683,     0.115
      4764,         4,     9.030,     0.749
      4764,         5,    32.407,     2.905
      4764,         6,    31.577,     4.684
      4764,         7,    68.156,    11.074
      4764,         8,    83.801,    15.834
      4764,         9,    60.377,    12.147
      4764,        10,    27.379,     6.368
      4764,        11,     2.259,     1.109
      4764,        12,     0.052,     0.034
      4765,         1,     0.000,     0.000
      4765,         2,     0.000,     0.000
      4765,         3,     1.499,     0.054
      4765,         4,     7.768,     0.569
      4765,         5,    34.737,     1.811
      4765,         6,    34.324,     3.768
      4765,         7,    74.478,    12.407
